# Generated: Mon May  4 09:31:26 2015
'CLAIM',11500,11567,''
'CLAIM',11819,11899,''
'CLAIM',12004,12123,''
'CLAIM',12916,13034,''
'CLAIM',13124,13318,''
'CLAIM',13320,13453,''
'CLAIM',13455,13540,''
'CLAIM',13541,13683,'Are these *all* the methods?'
'CLAIM',13685,13758,''
'CLAIM',13829,13914,''
'CLAIM',13916,14009,''
'CLAIM',24484,24541,'Is this still the case, 5 threads?'
'CLAIM',31342,31372,'Do you really have to pass an empty string option here?  Or is specifying a SSLContext with .verify_mode=ssl.CERT_NONE sufficient?'
'CLAIM',32921,32983,'Is this still the default?'
'CLAIM',33072,33130,'Is this still the default?'
'CLAIM',33233,33311,'Is this still the default?'
'CLAIM',43215,43268,''
'CLAIM',46050,46503,''
'CLAIM',84164,84227,''
'EDIT',5,9,'Doc checkpoint: line 745'
'EDIT',972,982,'Add anchor link to References section'
'EDIT',2555,2557,'make italics'
'EDIT',3666,3671,'=> case,'
'EDIT',4660,4707,'=> denoted as non-standard in the documentation'
'EDIT',5092,5125,'Add anchor link'
'EDIT',6414,6422,'=> In fact,'
'EDIT',10419,10526,'Add anchor link (if reasonable)'
'EDIT',11469,11489,'Add anchor link'
'EDIT',11660,11669,'What kind?  Is this specified?'
'EDIT',12127,12136,'What kind?  Is this specified?'
'EDIT',12860,12909,'=> By the default policy, event loop creation is lazy;...'
'EDIT',13586,13606,'=> set_event_loop(event_loop)  # Make consistent with previous paragraph and disambiguate from loop parameter below.'
'EDIT',13759,13770,'=>(thus overriding'
'EDIT',14298,14300,'=> of'
'EDIT',14465,14472,"current context's"
'EDIT',14759,14767,'=> current event loop is'
'EDIT',15474,15489,'Add href'
'EDIT',15776,15788,'=> stopping, and (Oxford comma nerd :-)'
'EDIT',16144,16151,'=> defined in the module'
'EDIT',16238,16258,'Add href'
'EDIT',17272,17284,'=> stopping, and'
'EDIT',17386,17398,'=> stopping, and'
'EDIT',18723,18735,'=> Stopping, and'
'EDIT',18985,19045,'What happens if it is?  An exception?'
'EDIT',19510,19573,'What happens if it is?  An exception?'
'EDIT',19654,19664,'=> to subsequently  restart'
'EDIT',19727,19739,'rem'
'EDIT',20514,20574,'What happens if it is?  An exception?'
'EDIT',20991,21001,'=> that, while'
'EDIT',21189,21200,'Add anchor'
'EDIT',22062,22063,'May be worth noting the same warning that ~"Callbacks scheduled at exactly the same time will be called in an undefined order." -- if this is actually the case with call_at().'
'EDIT',22370,22377,'Add href'
'EDIT',22746,22761,'=> write a coroutine'
'EDIT',22803,22805,'=> (``coroutine`` is a'
'EDIT',22839,22848,'Add anchor'
'EDIT',23918,23935,'Add anchor link'
'EDIT',24047,24055,'add href'
'EDIT',24811,24832,'Add anchor link'
'EDIT',25354,25378,'Add href'
'EDIT',26872,26896,'Add href'
'EDIT',26988,26992,'=> The same'
'EDIT',27042,27043,'=> apply.'
'EDIT',28008,28017,'Add anchor link'
'EDIT',28022,28030,'Add anchor link'
'EDIT',28841,28858,'Are these keyword-only arguments?'
'EDIT',31799,31808,'Add anchor link (to where though?)'
'EDIT',34103,34112,'If the exception types are implementation-defined, it might make sense to put a footnote at the bottom of the PEP that documents what exceptions the reference implementation raises.'
'EDIT',34294,34336,'This makes sense, but maybe "protocol to call methods on the protocol (itself)" is more clear.  That is, unless the protocol should call methods on the transport (which also makes some sense, depending on the abstraction).'
'EDIT',34387,34408,'Add anchor link'
'EDIT',34440,34460,'Add anchor link'
'EDIT',34463,34489,'If anchor links are used, this sentence can go.'
'EDIT',35225,35229,'=> the order in which they are returned.'
'EDIT',35822,35826,'=> the order in which they are returned.'
'EDIT',35927,35953,'Are these keyword-only?'
'EDIT',36302,36462,"This isn't clear, because it seems to conflict with the previous statements bind() and sock_connect() operate on the first successful result -- but I'll have to play around with this."
'EDIT',38719,38729,'Does this return anything?'
'EDIT',39003,39013,'Does this return anything?'
'EDIT',40102,40111,'is the type of this exception specified?'
'EDIT',48423,48442,'What type of exception, if specified?'
'EDIT',48731,48754,'What type of exception, if specified?'
'EDIT',48910,48935,'=> the callback is scheduled using'
'EDIT',50201,50207,'are these from PEP 3148?'
'EDIT',50372,50394,'A table here, outlining what methods can throw what exceptions may be helpful for writing code that properly handles exceptions.'
'EDIT',51530,51558,'Add anchor link'
'EDIT',51722,51728,'How?'
'EDIT',55998,56011,'Some note about not adding line separators may be helpful, just like the notes for file.writelines()'
'EDIT',56400,56409,'Is the type specified?'
'EDIT',58989,59042,'Does calling X_reading() "twice" raise an exception?'
'EDIT',60903,61078,'To match the previous section, these two should be swapped.  Also, => Any remaining data that is buffered ...'
'EDIT',61734,61752,'Might be worth noting that it *immediately* returns*, since things like subprocess.check_call (which is similar enough) waits for the process to complete.'
'PROTO',21072,21102,''
'PROTO',21383,21421,''
'PROTO',21763,21797,''
'PROTO',22067,22077,''
'PROTO',23294,23335,''
'PROTO',23940,23986,''
'PROTO',24546,24580,''
'PROTO',25131,25194,''
'PROTO',26822,26856,''
'PROTO',27517,27579,''
'PROTO',31497,31555,''
'PROTO',33653,33747,''
'PROTO',36872,36894,''
'PROTO',37018,37046,''
'PROTO',37362,37393,''
'PROTO',37490,37511,''
'PROTO',38717,38752,''
'PROTO',39001,39036,''
'PROTO',39130,39151,''
'PROTO',39406,39427,''
'PROTO',40127,40172,''
'PROTO',40370,40416,''
'PROTO',40707,40761,''
'PROTO',41024,41079,''
'PROTO',43691,43735,''
'PROTO',44389,44419,''
'PROTO',46371,46383,''
'PROTO',46526,46545,''
'PROTO',46699,46709,''
'PROTO',46866,46883,''
'PROTO',47416,47428,''
'PROTO',47932,47947,''
'PROTO',48014,48024,''
'PROTO',48148,48160,''
'PROTO',48447,48462,''
'PROTO',48758,48783,''
'PROTO',49523,49551,''
'PROTO',49803,49825,''
'PROTO',49993,50021,''
'PROTO',52480,52502,''
'PROTO',52817,52848,''
'PROTO',53974,54012,''
'PROTO',55482,55497,''
'PROTO',55971,55995,''
'PROTO',56069,56084,''
'PROTO',56562,56581,''
'PROTO',57333,57360,''
'PROTO',57609,57657,''
'PROTO',58515,58534,''
'PROTO',58750,58770,''
'PROTO',59046,59057,''
'PROTO',59500,59511,''
'PROTO',60486,60513,''
'PROTO',60905,60916,''
'PROTO',60991,61002,''
'PROTO',61590,61603,''
'PROTO',61650,61670,''
'PROTO',61757,61783,''
'PROTO',62217,62240,''
'PROTO',62279,62294,''
'PROTO',62326,62336,''
'PROTO',62415,62426,''
'PROTO',63405,63435,''
'PROTO',63734,63757,''
'PROTO',64101,64119,''
'PROTO',64610,64629,''
'PROTO',64940,64960,''
'PROTO',65288,65312,''
'PROTO',66513,66546,''
'PROTO',66689,66712,''
'PROTO',67430,67462,''
'PROTO',67668,67701,''
'PROTO',67843,67863,''
'PROTO',72256,72317,''
'PROTO',73700,73742,''
'PROTO',74490,74522,''
'PROTO',74736,74767,''
'PROTO',75307,75328,''
'PROTO',76211,76235,''
'PROTO',78321,78360,''
'PROTO',78682,78739,''
'PROTO',79614,79628,''
'PROTO',79787,79798,''
'PROTO',79923,79941,''
'PROTO',80051,80066,''
'PROTO',80225,80244,''
'PROTO',80428,80442,''
'PROTO',80590,80612,''
'PROTO',81363,81374,''
'PROTO',83678,83691,''
'PROTO',83709,83721,''
'PROTO',83727,83740,''
'PROTO',83788,83798,''
'PROTO',83816,83825,''
'PROTO',83827,83838,''
'PROTO',83844,83856,''
'PROTO',83911,83924,''
'PROTO',83928,83938,''
'PROTO',83940,83963,''
'PROTO',83990,84002,''
'PROTO',84004,84017,''
'PROTO',84019,84031,''
'PROTO',84037,84053,''
'PROTO',84130,84142,''
'PROTO',84148,84161,''
'PROTO',84493,84502,''
'PROTO',84504,84513,''
'PROTO',84535,84551,''
'PROTO',84553,84569,''
'PROTO',84571,84582,''
'PROTO',84586,84596,''
'PROTO',84598,84609,''
'PROTO',84615,84628,''
'PROTO',84884,84899,''
'PROTO',84907,84916,''
'PROTO',84998,85014,''
'PROTO',85020,85036,''
